Clients,AGO stored,PMS stored,Storage as at,Expected_picking,AGO_picked,PMS_picked,Picked date_ago
TANK,372719.63,6841187,12/27/2023,12/27/2023,8031136.09,5449898.22,12/19/2023
HASS RWANDA,582817.42,1509017.85,12/28/2023,12/03/2023,7024545.71,2096663.55,12/13/2023
HASS UGANDA,2676212.91,2337943.25,12/22/2023,12/13/2023,1065077.58,3153052.62,12/01/2023
NOTIONAL OIL COMPANY OF MALAWI,1806013.9,1894815.88,12/17/2023,12/23/2023,4491565.95,7140676.9,12/08/2023
MEWD ZAMBIA,3595243.01,3112334.77,12/25/2023,12/18/2023,8728119.07,4827896.89,12/18/2023
REGIDE-BURUNDI,6691926.5,2910847.34,12/08/2023,12/12/2023,6449375.45,175303.12,12/09/2023
TANK,7317260.23,8713080.08,12/12/2023,12/01/2023,5774442.31,1082192.62,12/12/2023
HASS RWANDA CMA,3078654.76,5028231.52,12/22/2023,12/04/2023,9373306.75,5281959.72,12/11/2023
HASS TZ CMA,5551308.52,7620871.74,12/10/2023,12/22/2023,9691616.66,6773029.82,12/25/2023
HASS TZ CMA,8263192.27,561996.01,12/28/2023,12/24/2023,3913931.77,7860770.88,12/14/2023
TANK,7499716.86,9902531.28,12/19/2023,12/13/2023,9176006.65,124900.36,12/05/2023
HASS DRC CMA,6684170.35,3662239.52,12/30/2023,12/29/2023,81630.71,1899832.98,12/17/2023
HASS ZAMBIA CMA,189465.13,3156190.97,12/09/2023,12/27/2023,614622.6,9169993.68,12/24/2023
HASS TZ,5115347.66,5922830.99,12/20/2023,12/18/2023,1116240.82,3567908.11,12/11/2023
MEWD ZAMBIA,7630371.45,9934557.36,12/19/2023,12/21/2023,2208891.22,8607523.78,12/26/2023
HASS TZ,1267983.19,139010.67,12/11/2023,12/05/2023,3736433.73,8086122.97,12/21/2023
HASS UGANDA,4176151.9,4056059.37,12/29/2023,12/03/2023,8817480.13,5673507.97,12/20/2023
ONE P,4977064.61,2121583.75,12/15/2023,12/04/2023,7375731.91,3165864.51,12/29/2023
HASS RWANDA CMA,3627213.88,5849439.2,12/17/2023,12/17/2023,8951886.99,7301405.53,12/22/2023
HASS RWANDA CMA,2728973.95,7444465.83,12/11/2023,12/24/2023,8534542.24,1703384.64,12/08/2023
HASS ZAMBIA CMA,6459223.1,2805796.57,12/01/2023,12/23/2023,3275469.19,4384160.25,12/17/2023
NURAH ENERGY DRC,3876517.38,3074762.24,12/17/2023,12/19/2023,5097084.47,760004.12,12/04/2023
ONE P,6109475.5,6752787.18,12/03/2023,12/13/2023,811874.47,5308724.76,12/20/2023
REGIDE-BURUNDI,9380966.98,8483670.32,12/03/2023,12/21/2023,1799550.74,9366340.98,12/06/2023
HASS DRC,8134621.89,2946095.25,12/09/2023,12/22/2023,3935867.78,6520504.3,12/19/2023
HASS TZ,6086281.72,8588133.88,12/27/2023,12/10/2023,2183721.74,5416171.99,12/03/2023
HASS UGANDA,3529817.05,9839713.91,12/20/2023,12/14/2023,438619.28,826274.21,12/03/2023
HASS UGANDA,5324408.13,2314579.21,12/01/2023,12/14/2023,601582.36,3922338.04,12/12/2023
HASS TZ CMA,9080753.57,5645381.79,12/18/2023,12/17/2023,7607178.88,9077716.33,12/10/2023
MEWD ZAMBIA,8890711.3,5743994.25,12/09/2023,12/21/2023,5521109.05,5809063.55,12/30/2023
HASS DRC,3271297.74,1338122.87,12/04/2023,12/08/2023,1336754.61,7120925.53,12/09/2023
HASS UGANDA CMA,4261778.62,9624797.52,12/10/2023,12/20/2023,7081449.24,1691121.97,12/15/2023
HASS DRC CMA,8560409.25,5255668.34,12/04/2023,12/03/2023,2740323.19,4370330.33,12/02/2023
HASS TZ,8607328.25,4164122.85,12/11/2023,12/12/2023,6932725.51,6981589.98,12/25/2023
HASS UGANDA CMA,5557750.44,3147321.09,12/04/2023,12/03/2023,516902.16,4581031.01,12/08/2023
NOTIONAL OIL COMPANY OF MALAWI,1054334.27,1845976.26,12/24/2023,12/07/2023,3593199.98,9309449.64,12/24/2023
REGIDE-BURUNDI,3845821.66,2871924.71,12/02/2023,12/09/2023,1900491.27,6116625.81,12/28/2023
HASS UGANDA,5219556.08,2760852.48,12/26/2023,12/11/2023,1769756.25,8825536.54,12/19/2023
HASS TZ CMA,2370019.21,8581512.26,12/08/2023,12/18/2023,5177221.1,8781808.02,12/09/2023
HASS TZ CMA,8571978.3,6788983.18,12/16/2023,12/05/2023,442164.83,3258927.17,12/11/2023
NURAH ENERGY DRC,3384266.71,3782302.89,12/26/2023,12/15/2023,5572158.24,6593289.04,12/15/2023
NURAH ENERGY DRC,1215997.02,1603460.4,12/06/2023,12/15/2023,5326185.01,4522120.99,12/16/2023
ONE P,4831568.92,3151660.27,12/19/2023,12/05/2023,9528742.03,2949312.98,12/15/2023
HASS DRC,2162614.5,4566640.78,12/26/2023,12/26/2023,9947803.78,6592677.03,12/06/2023
HASS TZ CMA,9457607.72,9998406.39,12/25/2023,12/13/2023,7371808.88,1464341.49,12/05/2023
REGIDE-BURUNDI,8293097.33,4551026.17,12/24/2023,12/26/2023,8774017.41,4713695.66,12/24/2023
HASS UGANDA CMA,7334288.77,3660043.2,12/07/2023,12/30/2023,9990632.56,3980974.89,12/22/2023
NURAH ENERGY DRC,3925246.6,7049025.74,12/14/2023,12/22/2023,4478152.07,2240425.6,12/07/2023
NURAH ENERGY DRC,3419347.22,4552421.42,12/30/2023,12/13/2023,5211073.64,9344960.61,12/03/2023
HASS DRC,6994297.37,6234268.98,12/19/2023,12/27/2023,1394749.56,2719174.68,12/17/2023
NOTIONAL OIL COMPANY OF MALAWI,4351200.84,5313178.75,12/20/2023,12/06/2023,2464822.78,7033548.7,12/21/2023
HASS RWANDA CMA,4065331.72,9490783.68,12/18/2023,12/04/2023,628624.85,4584909.2,12/06/2023
HASS DRC,9599803.27,4554912.15,12/11/2023,12/25/2023,6441974.64,1555039.52,12/18/2023
MEWD ZAMBIA,9937071.17,3391726.07,12/08/2023,12/11/2023,900291.12,4369857.27,12/08/2023
NURAH ENERGY DRC,3764155.78,9901652.81,12/28/2023,12/16/2023,2800281.84,7243996.18,12/28/2023
HASS RWANDA CMA,9082712.99,5386828.79,12/14/2023,12/09/2023,5159219.24,3687570.06,12/14/2023
NURAH ENERGY DRC,89689.19,3125416.59,12/01/2023,12/03/2023,8453595.78,8781668.81,12/05/2023
NOTIONAL OIL COMPANY OF MALAWI,4724642.59,191377.28,12/13/2023,12/04/2023,3369685.5,7701315.57,12/29/2023
NURAH ENERGY DRC,5309069.05,8284220.29,12/20/2023,12/29/2023,1250860.62,8647723.74,12/29/2023
MEWD ZAMBIA,9313111.14,6113391.71,12/14/2023,12/01/2023,4170032.1,8118589.46,12/17/2023
NOTIONAL OIL COMPANY OF MALAWI,2074475.79,8338272.72,12/18/2023,12/24/2023,7807859.48,1281831.17,12/23/2023
HASS UGANDA,1622740.94,2259819.42,12/08/2023,12/25/2023,6966482.16,2168032.94,12/06/2023
HASS DRC CMA,4613578.24,9754354.37,12/19/2023,12/18/2023,3823446.24,9013320.7,12/09/2023
HASS TZ CMA,9796748.06,4983122.81,12/01/2023,12/25/2023,8997171.96,7221392.3,12/07/2023
HASS RWANDA CMA,1379037.36,7968536.98,12/26/2023,12/29/2023,5113001.78,1983833.36,12/13/2023
HASS DRC CMA,7767604.09,7013135.87,12/14/2023,12/20/2023,8047685.12,3123546.27,12/24/2023
HASS TZ,4704903.49,6086961.55,12/18/2023,12/15/2023,4653566.59,1690981.02,12/27/2023
HASS TZ CMA,2024996.49,2217974.44,12/21/2023,12/29/2023,1865685.57,9007811.3,12/10/2023
HASS TZ CMA,5945035.48,6948765.02,12/29/2023,12/12/2023,507822.59,7093144.4,12/10/2023
NOTIONAL OIL COMPANY OF MALAWI,8635733.5,1886008.49,12/13/2023,12/26/2023,7341023.96,4887522.52,12/18/2023
HASS TZ,9603522.73,3768595.03,12/12/2023,12/21/2023,9225224.36,1407975.69,12/26/2023
HASS RWANDA CMA,9957898.26,3244112.31,12/08/2023,12/09/2023,3818604.95,8961382.99,12/15/2023
HASS UGANDA,1396216.66,6996592.08,12/19/2023,12/23/2023,6032760.87,743380.54,12/26/2023
HASS ZAMBIA CMA,912891.3,8488032.64,12/13/2023,12/17/2023,3229798.04,8437420.87,12/27/2023
HASS ZAMBIA CMA,2057851.86,5361655.87,12/15/2023,12/02/2023,4175168.85,3899728.43,12/23/2023
HASS UGANDA,3008302.06,9071410.54,12/23/2023,12/07/2023,9250492.65,7945777.88,12/16/2023
HASS ZAMBIA CMA,2889916.62,4956811.59,12/21/2023,12/03/2023,9901259.11,6296582.64,12/03/2023
HASS DRC CMA,5685637.47,6686429.3,12/05/2023,12/11/2023,4863885.65,5095819.23,12/29/2023
HASS TZ,5832937.1,6307482.15,12/13/2023,12/01/2023,4624504.64,5327760.57,12/04/2023
HASS DRC CMA,2844965.54,3913075.01,12/05/2023,12/09/2023,3393029.05,2534064.59,12/10/2023
HASS UGANDA CMA,8678228.46,1461544.39,12/04/2023,12/10/2023,8911440.18,3218458.7,12/15/2023
HASS RWANDA CMA,3613173.72,4197765.42,12/30/2023,12/21/2023,7269537.56,880868.38,12/22/2023
REGIDE-BURUNDI,6718135.92,9567375.46,12/19/2023,12/02/2023,2198384.18,3920481.59,12/18/2023
HASS DRC,5830880.17,8500187.04,12/03/2023,12/05/2023,4081179.81,8450903.29,12/14/2023
HASS UGANDA,1775074.16,6486939.56,12/12/2023,12/09/2023,8303654.37,4206961.89,12/19/2023
NOTIONAL OIL COMPANY OF MALAWI,7055495.4,1198124.81,12/12/2023,12/07/2023,5641512.46,9751505.76,12/03/2023
HASS DRC,7141718.62,8916377.13,12/04/2023,12/30/2023,1339282.96,939493.17,12/01/2023
HASS ZAMBIA CMA,6271679.99,6763967.8,12/28/2023,12/15/2023,3056542.27,3859393.92,12/20/2023
REGIDE-BURUNDI,8950791.08,6531870.75,12/08/2023,12/06/2023,774715.24,1470587.13,12/06/2023
HASS UGANDA CMA,7200160.65,2816626.22,12/14/2023,12/10/2023,1226075.34,4458913.44,12/30/2023
HASS ZAMBIA CMA,6134365.31,4172749.65,12/29/2023,12/05/2023,8124443.6,5775398.73,12/05/2023
ONE P,4601855.42,5860959.45,12/18/2023,12/16/2023,5237420.4,2249176.23,12/16/2023
HASS DRC,6264270.08,6604492.94,12/06/2023,12/16/2023,2236165.36,3696824.76,12/12/2023
HASS ZAMBIA CMA,1332171.27,5700779.43,12/13/2023,12/24/2023,7031375.07,843552.04,12/29/2023
HASS ZAMBIA CMA,5017603.74,2216051.75,12/10/2023,12/13/2023,6990710.63,5628260.78,12/03/2023
NOTIONAL OIL COMPANY OF MALAWI,5320175.86,8559243.93,12/01/2023,12/07/2023,3959164.02,2348289.42,12/06/2023
HASS UGANDA,391443.15,1581490.8,12/15/2023,12/27/2023,1896300.64,1940155.32,12/10/2023
HASS TZ CMA,9373391.91,9226620.76,12/16/2023,12/24/2023,6024188.54,9369362.92,12/20/2023
REGIDE-BURUNDI,6238437.74,3510234.48,12/08/2023,12/25/2023,775255.84,2282956.77,12/22/2023
ONE P,7516846.47,8535982.93,12/09/2023,12/28/2023,9711805.66,2855055.61,12/22/2023
TANK,1880825.31,290726.39,12/11/2023,12/17/2023,1564092.41,7591520.59,12/25/2023
HASS UGANDA CMA,4655747.36,5300568.63,12/24/2023,12/25/2023,1440899.91,4158980.46,12/21/2023
HASS ZAMBIA CMA,7033335.09,164908.99,12/11/2023,12/07/2023,1729043.4,6764679.91,12/07/2023
REGIDE-BURUNDI,3967430.08,7947896.21,12/22/2023,12/02/2023,98650.93,3332791.47,12/24/2023
HASS TZ CMA,3181488.23,6746161.11,12/02/2023,12/13/2023,3985433.87,2122961.33,12/10/2023
HASS RWANDA CMA,1356704.52,9978076.27,12/15/2023,12/18/2023,601571.92,7936751.94,12/07/2023
HASS RWANDA CMA,3551019.63,9921248.87,12/13/2023,12/28/2023,8563021.16,6463699.8,12/29/2023
NOTIONAL OIL COMPANY OF MALAWI,8814813.18,3568716.09,12/28/2023,12/11/2023,4594460.7,4511869.62,12/01/2023
HASS DRC,8193055.85,9456691.65,12/23/2023,12/21/2023,8429410.22,1472786.92,12/20/2023
NURAH ENERGY DRC,1610209.57,2365000.06,12/22/2023,12/22/2023,3263080.59,5145299.65,12/04/2023
NURAH ENERGY DRC,6154078.11,7381110.47,12/06/2023,12/03/2023,1144705.7,6356492.29,12/22/2023
HASS UGANDA CMA,4193115.21,4321548.88,12/19/2023,12/24/2023,2130781.75,9980179.43,12/06/2023
HASS UGANDA CMA,4359003.79,7439118.14,12/15/2023,12/08/2023,1221491.1,2322567.04,12/12/2023
ONE P,9226884.47,9360653.16,12/11/2023,12/15/2023,4639594.38,6137633.74,12/01/2023
HASS UGANDA CMA,6339364.88,6088820.96,12/30/2023,12/04/2023,2917386.5,9966834.89,12/06/2023
NOTIONAL OIL COMPANY OF MALAWI,6664883.26,1943004.27,12/07/2023,12/25/2023,687240.8,1971793.18,12/01/2023
HASS TZ CMA,596772.72,6054712.59,12/26/2023,12/13/2023,1068156.41,8403331.33,12/28/2023
HASS RWANDA CMA,3447896.93,7570368.91,12/27/2023,12/30/2023,4222426.7,4931835.57,12/05/2023
TANK,51502.91,838569.21,12/03/2023,12/17/2023,5564917.91,2359828.7,12/29/2023
HASS DRC CMA,9120424.85,9081866.76,12/16/2023,12/01/2023,3920058.41,2866660.9,12/26/2023
HASS UGANDA,7253966.64,6298397.72,12/16/2023,12/15/2023,8788493.47,7555352.83,12/26/2023
HASS TZ CMA,8083723.67,2142482.63,12/27/2023,12/28/2023,6135741.51,3370193.99,12/09/2023
HASS RWANDA,1415042.39,2166234.57,12/30/2023,12/23/2023,5675206.08,1153277.16,12/22/2023
ONE P,7746736.58,6295697.8,12/25/2023,12/26/2023,1730600.87,697324.39,12/07/2023
HASS RWANDA,8407297.27,5421153.6,12/06/2023,12/28/2023,5463728.85,5793432.08,12/08/2023
HASS TZ,9642283.96,1916842.66,12/05/2023,12/26/2023,5246718.73,4764461.46,12/22/2023
HASS DRC CMA,1957770.32,4861752.39,12/26/2023,12/01/2023,1253224.3,4899612.97,12/04/2023
HASS TZ CMA,1874751.28,6829714.66,12/01/2023,12/15/2023,6186515.21,7949266.99,12/07/2023
NOTIONAL OIL COMPANY OF MALAWI,7029404.75,6914435.02,12/17/2023,12/04/2023,5085497.32,3147866.33,12/24/2023
HASS RWANDA CMA,546797.18,4290041.86,12/28/2023,12/24/2023,123165.73,7821799.62,12/05/2023
HASS RWANDA CMA,2903971.66,8503251.09,12/09/2023,12/04/2023,225413.24,8558924.97,12/07/2023
ONE P,1076243.62,6277218.09,12/26/2023,12/22/2023,3790706.23,4137697.09,12/19/2023
HASS DRC,3110345.89,8788908.16,12/10/2023,12/28/2023,8666823.71,9891222.76,12/07/2023
ONE P,8513644.03,9252993.57,12/19/2023,12/11/2023,4009766.05,1452623.21,12/20/2023
HASS UGANDA,3427315.77,1622898.24,12/30/2023,12/17/2023,9485070.73,4096827.24,12/14/2023
NURAH ENERGY DRC,1431442.79,4893420.03,12/10/2023,12/03/2023,9264745.28,4816568.4,12/27/2023
HASS RWANDA CMA,7158351.92,7646473.6,12/13/2023,12/19/2023,4560323.81,1759711.71,12/21/2023
TANK,605.14,4487533.99,12/03/2023,12/10/2023,5574990.57,5932898.01,12/23/2023
MEWD ZAMBIA,9209887.45,9905506.6,12/16/2023,12/01/2023,9696112.56,331156.99,12/13/2023
ONE P,1018769.29,5588905.37,12/03/2023,12/16/2023,7114550.99,8102237.95,12/18/2023
HASS ZAMBIA CMA,8315858.36,2810761.33,12/17/2023,12/28/2023,6751204.1,4631971.07,12/25/2023
REGIDE-BURUNDI,4892879.15,532826.33,12/07/2023,12/10/2023,7778175.44,7718063.94,12/30/2023
MEWD ZAMBIA,578913.63,8929765,12/26/2023,12/03/2023,752916.03,8154067.72,12/14/2023
HASS UGANDA,437823.44,1893544.47,12/17/2023,12/26/2023,588250.68,7662471.87,12/03/2023
HASS UGANDA CMA,4877693.57,1369481.58,12/26/2023,12/25/2023,6802215.27,8290855.81,12/17/2023
HASS ZAMBIA CMA,9121403.83,2143411.66,12/30/2023,12/20/2023,2681274.71,4898899.45,12/06/2023
ONE P,6244646.31,1335145.48,12/10/2023,12/03/2023,4610805.2,773032.95,12/09/2023
HASS RWANDA,776257.02,1608046.03,12/26/2023,12/11/2023,319505.64,4955212.54,12/23/2023
NOTIONAL OIL COMPANY OF MALAWI,1204880.26,1310326.51,12/28/2023,12/16/2023,3257137.36,3370471.59,12/29/2023
HASS RWANDA CMA,9657543.2,9530536.27,12/09/2023,12/20/2023,519382.51,3881198.37,12/14/2023
MEWD ZAMBIA,103573.52,8484236.71,12/04/2023,12/20/2023,7569291.25,2694045.48,12/26/2023
ONE P,5195102.21,7316361.24,12/06/2023,12/06/2023,1211612.47,6596674.33,12/07/2023
MEWD ZAMBIA,8967099.97,4335055.43,12/19/2023,12/24/2023,4295192.92,9338487.54,12/08/2023
NURAH ENERGY DRC,5094224.07,4919296.48,12/15/2023,12/29/2023,9688760.1,2658238.46,12/07/2023
MEWD ZAMBIA,5354265.56,109186.05,12/07/2023,12/13/2023,6553028.36,9770486.97,12/12/2023
HASS TZ CMA,8368633.09,1108643.64,12/18/2023,12/06/2023,1601499.18,1052139.17,12/12/2023
HASS TZ CMA,8874597.87,191394.5,12/09/2023,12/13/2023,7471854.49,6190589.74,12/14/2023
MEWD ZAMBIA,4763270.53,8684910.72,12/07/2023,12/18/2023,9210843.71,5866889.88,12/07/2023
TANK,5057320.85,3367357.98,12/05/2023,12/07/2023,8547132.59,8779015.08,12/16/2023
HASS UGANDA,2549441.74,4040671.63,12/12/2023,12/12/2023,1584806.21,977603.36,12/15/2023
NURAH ENERGY DRC,518647.35,1187561.76,12/19/2023,12/06/2023,1055076.97,6564233.62,12/23/2023
NOTIONAL OIL COMPANY OF MALAWI,558882.23,4244843,12/15/2023,12/09/2023,952519.75,9525542.05,12/23/2023
HASS RWANDA,6222271.91,9692158.92,12/13/2023,12/02/2023,8421500.18,2625362.33,12/28/2023
HASS TZ CMA,4254898.36,8001085.55,12/12/2023,12/12/2023,9610875.74,886981.82,12/05/2023
HASS UGANDA CMA,8604717.57,4818536.04,12/19/2023,12/08/2023,8648145.33,172549.43,12/20/2023
HASS UGANDA,7310265.72,9118512.23,12/04/2023,12/15/2023,7347432.54,6877767.55,12/09/2023
HASS UGANDA CMA,9770320.83,3302685.49,12/28/2023,12/20/2023,8113569.37,5954187.51,12/14/2023
HASS DRC,2662615.89,602076.16,12/26/2023,12/19/2023,938455.57,9178002.48,12/10/2023
HASS ZAMBIA CMA,2957257.43,8956468.97,12/03/2023,12/17/2023,4138872.99,20417.82,12/27/2023
HASS RWANDA CMA,5453893.84,1648809.66,12/17/2023,12/15/2023,9155413.46,1033542.48,12/24/2023
TANK,1277172.63,436240,12/21/2023,12/13/2023,2103393.69,4587739.35,12/24/2023
HASS DRC,3009395.33,3872216.96,12/13/2023,12/03/2023,1795475.47,8093770.2,12/29/2023
HASS ZAMBIA CMA,3782114.55,6822150.26,12/18/2023,12/09/2023,2455940.42,1272975.66,12/14/2023
HASS DRC,4512405.1,5045898.57,12/27/2023,12/08/2023,3174435.21,7129908.31,12/20/2023
HASS DRC CMA,4392830.77,4859555.65,12/10/2023,12/03/2023,1623248.22,2841058.57,12/13/2023
NOTIONAL OIL COMPANY OF MALAWI,2809083.32,2965059.15,12/16/2023,12/05/2023,4615451.1,7356361.07,12/03/2023
ONE P,7939265.37,7018212.45,12/29/2023,12/19/2023,7628865.54,6590855.83,12/09/2023
NOTIONAL OIL COMPANY OF MALAWI,4092589.68,1005495.09,12/12/2023,12/04/2023,2329182.84,8181459.14,12/27/2023
HASS TZ,4699348.35,5044102.13,12/20/2023,12/19/2023,477967.43,5241591.08,12/01/2023
NOTIONAL OIL COMPANY OF MALAWI,13109.4,2920891.63,12/25/2023,12/04/2023,6416495.57,6384022.12,12/03/2023
TANK,1852076.65,5484548.45,12/16/2023,12/02/2023,7758502.29,8606356.18,12/23/2023
HASS ZAMBIA CMA,5234886.82,8234820.05,12/29/2023,12/05/2023,1772275.23,2651350.15,12/17/2023
MEWD ZAMBIA,375848.55,7988939.64,12/18/2023,12/19/2023,5188147.64,4678018.46,12/12/2023
MEWD ZAMBIA,5940321.24,2103152.81,12/26/2023,12/23/2023,3320559.53,4649187.13,12/06/2023
TANK,3738598.1,2287415.3,12/29/2023,12/27/2023,5646071.28,3677277.59,12/05/2023
HASS ZAMBIA CMA,5081092.95,867259.43,12/05/2023,12/18/2023,1075814.14,1295237.72,12/16/2023
REGIDE-BURUNDI,4005548.09,8417221.5,12/24/2023,12/29/2023,2003026.72,7670316.02,12/19/2023
HASS RWANDA,7041997.81,9643152.75,12/13/2023,12/18/2023,9264628.88,1122404.2,12/05/2023
HASS RWANDA CMA,9317409.48,5433859.82,12/29/2023,12/22/2023,8528446.65,8975002.22,12/16/2023
HASS UGANDA CMA,4193652.92,2479252.56,12/14/2023,12/04/2023,9667033.44,7477572.78,12/12/2023
HASS DRC,215478.05,4315485.35,12/17/2023,12/23/2023,994296.85,5587954.11,12/15/2023
HASS TZ CMA,8510514.83,1777257.03,12/11/2023,12/25/2023,4499114.53,1931755.76,12/17/2023
HASS RWANDA,9776451.56,4870176.84,12/21/2023,12/27/2023,5109956.09,6194806.75,12/09/2023
TANK,5123455.25,1131039.45,12/04/2023,12/11/2023,8259203.55,346066.09,12/19/2023
HASS TZ,7369986.33,6492972.13,12/04/2023,12/10/2023,9435625.13,5510845.72,12/08/2023
HASS UGANDA,8548883.22,2829764.79,12/11/2023,12/30/2023,136995.68,9606986.47,12/14/2023
TANK,7325947.6,256283.99,12/27/2023,12/03/2023,7401952.63,849276.51,12/25/2023
HASS TZ,7414287.44,8921618.58,12/07/2023,12/17/2023,1664093.22,6567846.81,12/25/2023
NOTIONAL OIL COMPANY OF MALAWI,2006942.98,4913037.73,12/11/2023,12/06/2023,6759032.6,424705.18,12/29/2023
ONE P,1307433.58,9910112.84,12/06/2023,12/03/2023,5887266.7,8372945.9,12/13/2023
HASS RWANDA CMA,6475480.06,90541.72,12/30/2023,12/16/2023,2038581.89,2847021.88,12/24/2023
HASS DRC,8863769.18,441888.96,12/29/2023,12/26/2023,1688787.88,3106701.91,12/13/2023
MEWD ZAMBIA,1976372.63,160968.17,12/02/2023,12/23/2023,2008623.64,8899463.89,12/01/2023
ONE P,116298.36,7017413.77,12/12/2023,12/17/2023,7131687.58,7024091.52,12/10/2023
HASS TZ,5598683.01,1053892.79,12/29/2023,12/15/2023,3962354.38,1778173.08,12/20/2023
MEWD ZAMBIA,5174474.67,2176845.1,12/03/2023,12/29/2023,7075496.99,8879310.34,12/13/2023
NOTIONAL OIL COMPANY OF MALAWI,6682413.07,7264748.13,12/29/2023,12/08/2023,8778746.03,8704717.04,12/17/2023
HASS UGANDA,4676887,3406348.76,12/22/2023,12/15/2023,8444610.72,3385670.17,12/04/2023
HASS RWANDA,6034787.95,9337469.32,12/02/2023,12/01/2023,2303267.69,7258875.37,12/28/2023
MEWD ZAMBIA,7801895.13,8453501.42,12/13/2023,12/14/2023,6801223.82,9340423.48,12/16/2023
HASS ZAMBIA CMA,5027103.24,6902896.18,12/15/2023,12/12/2023,1559787.98,6013787.09,12/03/2023
REGIDE-BURUNDI,1061165.32,3868577.16,12/04/2023,12/05/2023,8474360.11,1182284.83,12/30/2023
HASS TZ,1540537.27,7117941.78,12/02/2023,12/03/2023,9658615.43,1115652.73,12/17/2023
HASS TZ,371853.31,8837424.36,12/11/2023,12/03/2023,2355093.69,6205886.84,12/18/2023
NURAH ENERGY DRC,1107346.53,6029631.24,12/03/2023,12/01/2023,8129100.41,9431087.41,12/07/2023
HASS RWANDA CMA,1142443.83,5344632.65,12/26/2023,12/16/2023,1741734.17,8877714.53,12/07/2023
HASS RWANDA CMA,9665713.03,8779905.74,12/25/2023,12/06/2023,5694505.21,159716.39,12/18/2023
HASS TZ CMA,3331655.01,196875.3,12/15/2023,12/03/2023,579766.96,5981375.49,12/07/2023
NOTIONAL OIL COMPANY OF MALAWI,5730627.73,599259.16,12/29/2023,12/17/2023,4880372.38,9439465.22,12/21/2023
HASS RWANDA CMA,2318955.92,5875654.89,12/14/2023,12/29/2023,1138197.85,7857148.41,12/26/2023
ONE P,4357471.51,4848889.13,12/11/2023,12/12/2023,3808045.82,8369669.39,12/27/2023
NOTIONAL OIL COMPANY OF MALAWI,7228090.6,7331484.75,12/12/2023,12/16/2023,613431.3,8284854.65,12/02/2023
HASS DRC CMA,3101030.02,9955333.88,12/09/2023,12/01/2023,5624954.73,8421653.29,12/18/2023
HASS UGANDA,6000419.07,422369.86,12/11/2023,12/09/2023,3105527.38,5242086.13,12/26/2023
ONE P,6320388.26,3459525.34,12/25/2023,12/27/2023,8227007.15,5967806.93,12/17/2023
HASS UGANDA CMA,3487895.71,9702328.19,12/30/2023,12/21/2023,6077809.93,666835.57,12/06/2023
HASS UGANDA CMA,4730945.85,8052503.14,12/29/2023,12/02/2023,3621995.9,363500.33,12/07/2023
HASS RWANDA,3335208.04,398368.13,12/05/2023,12/02/2023,7699461.5,7088334.91,12/21/2023
MEWD ZAMBIA,5870470.82,4551187.89,12/10/2023,12/04/2023,8383692.73,405618.12,12/18/2023
HASS UGANDA,5416862.34,9015229.96,12/19/2023,12/27/2023,310220.91,1650745.69,12/29/2023
NURAH ENERGY DRC,554834.63,8601669.31,12/30/2023,12/30/2023,6789618.47,1252247.54,12/23/2023
HASS TZ CMA,9268997.12,8923258.21,12/10/2023,12/08/2023,5089946.44,8852701.41,12/24/2023
NURAH ENERGY DRC,9794380.94,9626338.02,12/25/2023,12/06/2023,4728293.34,5630751.41,12/24/2023
NOTIONAL OIL COMPANY OF MALAWI,9514457.89,3966214.64,12/27/2023,12/17/2023,3983919.76,1698651.1,12/09/2023
HASS DRC,3423733.42,3632152.78,12/20/2023,12/18/2023,6118417.62,2121993.57,12/10/2023
TANK,1671039.81,7097548.6,12/15/2023,12/22/2023,7513354.84,1459209.54,12/18/2023
REGIDE-BURUNDI,4241310.76,1084646.64,12/23/2023,12/22/2023,2876088.83,7940154.28,12/06/2023
HASS ZAMBIA CMA,7297120.27,5462374.94,12/28/2023,12/26/2023,4128823.72,8353173,12/21/2023
HASS TZ CMA,3912727.46,9070882.71,12/01/2023,12/02/2023,3906957.72,247585.74,12/04/2023
NOTIONAL OIL COMPANY OF MALAWI,2871024.74,1909425.29,12/17/2023,12/05/2023,8305789.78,5074112.95,12/02/2023
HASS DRC CMA,9627521.46,7412470.05,12/21/2023,12/13/2023,250400.28,2629763.09,12/03/2023
HASS UGANDA,6795430.79,3413821.67,12/14/2023,12/24/2023,6845911.16,6963657.3,12/16/2023
HASS DRC,8026332.48,5477298.26,12/01/2023,12/19/2023,7475889.04,293448.91,12/19/2023
HASS DRC,7140359.85,2406847.49,12/26/2023,12/09/2023,6689300.01,1493338.85,12/04/2023
HASS DRC,5706773.63,2639170.53,12/07/2023,12/19/2023,5131875.4,7130470.83,12/22/2023
